reviewId,content,score,at
bef86454-dde3-4e0b-9a9f-1e70f6542f84,Coba dulu siapa tau beruntung,4,2023-11-21 02:36:34
b835cdba-4f0e-414b-91a3-d304487f60ea,Yay,5,2023-11-21 02:17:02
4eaa09c2-a8fc-4014-88cf-b58b10a4dc77,"berkali kali tidak bisa tranfer ke bank mandiri, saya tarik tanpa kartu di atm bca juga kadang tidak bisa, tolong segera diperbaiki . . saya sangat terbantu jika aplikasinya lancar jaya",3,2023-11-21 02:13:31
1ce99f40-a9eb-437c-ad9d-b8b82275a1d3,Cocok untuk tf dan trima uang,5,2023-11-21 02:02:02
c75bad65-bbe4-44e7-99c0-6c9f151071b8,Mantab,5,2023-11-21 01:55:26
3edbc359-4936-462b-b87d-c05fc4648ca8,Gila nih gopay play leter bunga nya tinggi Pinjem 5kbayar 20k aplikasi sampah,1,2023-11-21 01:47:36
32e8ec0a-d180-4ea6-b380-34aacbe5878d,Terima aksih,5,2023-11-21 01:43:51
77b5e997-582f-4644-b1e4-06f6d1976ff8,Aku Suka banget aplikasih gopay,5,2023-11-21 01:28:32
42b3e8dc-ea89-4545-9203-3e9892d6f828,Bru x ini sy gunakan aplikasi belum tau cara gunakanya,3,2023-11-21 01:21:46
6d8e838c-8599-4ea8-8779-b275e93bb14b,Setelah saya topup saldo rp 50000 masuk ke rekening tabungan gopay dan aneh nya di tampilan masih rp 50000 saat mau melakukan transaksi saldo tidak tersedia lha kok bisa mohon di bantu,1,2023-11-21 01:17:34
3cc80db6-e44b-4e7f-ba60-2abda03cba58,Gopay okke banget mudah digunakan Mantapppp,5,2023-11-21 01:10:56
468815a5-85b2-478c-b2ef-20645afb680e,Pemula...,5,2023-11-21 01:09:32
1dbef1e4-7a2c-4b27-beed-e4b76384c258,Sangat bagus,5,2023-11-21 01:04:56
0ba8198d-eca4-413a-8c6a-d88ae60b91c7,Saya kasih 5 bintang 👍,5,2023-11-21 01:04:27
a87d48bd-b3e5-4d50-b9ad-4bf983779d19,Sangat Bagus,5,2023-11-21 01:02:12
77acdc1c-1662-44ee-a8d5-aa5c93f63d75,Emabg jos pake gopay,5,2023-11-21 00:55:10
761baf47-3388-4120-9de7-643ed2d8c82b,mantap,5,2023-11-21 00:44:36
ffac218d-2656-43e7-a6e6-21c14484ff87,Terimakis,5,2023-11-21 00:37:07
2ff7e9f3-6b74-424a-893e-83945f171420,Bagus,2,2023-11-21 00:37:04
3e43b310-d63d-4d0a-a692-569cb0b74b24,"Sangat"" membantu",5,2023-11-21 00:36:53
62ba899c-69c4-41e8-b881-7138bf55c101,Mantap,5,2023-11-21 00:30:39
47b89b2b-6e45-4733-a7a8-fe5e699f1a14,Mantappp ...,5,2023-11-21 00:17:58
d0bae613-eb84-42cc-b2f3-7987b4024252,"Gak lagi lagi nyimpen duit digopay. Dibenerin lagi sistem nya. Jangan asal bisa tarik/tf/acc sendiri saldo nya. Minimal ada persetujuan dulu dari si pemilik akun nya. tiba tiba ada ada transaksi gak jelas. Yg mana gak merasa melakukan pembayaran apapun di gogle play atau apa lah itu. Intinya, dibikin masukin pin dulu atau fingerprint untuk setiap melakukan transaksi. Transaksi apapun. 65rb an ± angus. lumayan coy.... Surya 16 dua bungkus itu. ......... . . . .",1,2023-11-21 00:11:00
e3037216-eef8-4798-baef-1867bc0497fa,Limit gopay pinjaman awal berapa terima kasih,5,2023-11-21 00:06:33
18bcc9d5-351b-4df1-af81-83b364d3e1ab,Bagus,3,2023-11-20 23:58:17
837fe21b-5640-493b-b7b3-7481e96f0f3c,Transfer status menunggu selama 24jam... Harusnya jika tidak bisa tranfer refund dong,1,2023-11-20 23:52:52
becdff78-84de-4174-b659-b6b4ec2314dd,Ok,5,2023-11-20 23:49:26
d85abc77-5f69-44bd-934f-7277a0678d64,Tampilan ui tombol QR jelek. Kenapa gak kotak gitu biar keliatan pro,2,2023-11-20 23:48:24
96f5992b-dbf8-4f26-b93a-ba42e69dbc87,"Jujur kecewa dengan gopay,pengajuan gopay pinjam sampe kedua kali trus ditolak padahal bayar selalu lancar",1,2023-11-20 23:26:56
e8374560-e16c-4cf3-84b9-d0e5737c3730,"Cuma karna telat 1 bulan dan itupun sudah dibayar plus bunganya, sekarang sudah ga bisa pakai lagi, terus buat apa kasih limit lagi kl ga bs dipakai...",1,2023-11-20 23:21:28
259d7d50-3fbf-4d86-be27-74f53779fe9b,Bagus dan mu tersaksi,5,2023-11-20 23:07:30
7b220034-caa4-41c0-b9b8-749b514574ca,"Saya kasih bintang 4 karena saya baru coba aplikasi gopay ,tqpi tolong kenapa error",4,2023-11-20 23:06:51
a058206a-a332-40a5-bd16-6273208305f9,Sangat bagus untuk transfer ke semua negara,5,2023-11-20 22:59:05
27127694-efa7-493e-baa6-3b7e8204c2cb,Ok,5,2023-11-20 22:38:47
d3c612ae-3fa7-41b9-9f8c-b5b1529220d4,"Saya pengguna gopay costumer , saya mohon kpd cs adminnya semoga bisa buat transfer menggunakan kartu kredit nya . Mkasih",5,2023-11-20 22:33:42
ba23667f-94d1-42fb-926e-09cb59d962ef,Good,5,2023-11-20 22:19:05
471416f0-ee0f-4f9d-b023-82ea1d5b7c2f,mantap pokoknya,5,2023-11-20 22:17:12
4c046812-1acf-4d45-890c-1135ce99f5fb,beli game adek gue demen bgt pake gopay katanya lebih murah,5,2023-11-20 21:57:27
f5d5a2e0-5f3b-468f-9263-444b3caa96da,Ok,5,2023-11-20 21:50:15
44b6185f-c767-489c-bbb2-f6cc95f313d5,Aplikasi Gopay Ini Ngebantu banget Sama gua yang Bingung Mau Tranfer Ke Orang Tua,5,2023-11-20 21:35:26
bd28d828-918d-4d9a-b63c-e92e88ffc7c3,"Mudah dan bagus, bisa digunakan di mana aj dengan cepat akses nya",5,2023-11-20 21:34:15
96877512-04a9-4d3a-b3f3-9b9b120186e3,Semoga bermanfaat,5,2023-11-20 21:31:30
7435d9a4-7b0d-45d4-8535-a6bf3d7d71dc,Bagus,5,2023-11-20 21:27:42
f7610171-54de-47ad-928c-fdb313633407,"Mudah2an selalu terbaik dan no satu untuk kita semua,,,",5,2023-11-20 21:26:12
3c31c4fe-fa12-407e-8c0d-3d96c5786c3a,Nambah menu pembayaran kakaowebtun dong,4,2023-11-20 21:14:15
19a1c4e4-7953-4c87-9de3-c7eda608ffa1,Good,5,2023-11-20 21:10:03
127999b0-9370-4df1-ba37-b912f25c51b9,"ga heran kenapa orang2 banyak yg pakai gopay, sekepake itu",5,2023-11-20 21:04:18
d547137f-baca-4acc-9f2b-fcb2b180fedd,Bikin aku gacor dong gojeknya,5,2023-11-20 21:03:23
cb84dae9-7e64-4fce-982e-377d06b20c13,"riwayat pengeluaran, fitur catatan pengeluaran, smpe grafik pengeluaran itu ide mahal sih👍👍",5,2023-11-20 21:01:28
9800bdcf-8273-42b2-8a6a-214182d2b66d,Ngebantu banget buat bayar makan yg pesen online malem malem,5,2023-11-20 21:01:19
9b84db30-00ce-4c12-b09b-d63a7829eae4,"Mending tarik aja limitnya,tidak bisa dipakai juga",1,2023-11-20 20:45:43
5f4f492f-2643-4578-a89f-1b10ade9f71a,Goood,5,2023-11-20 20:43:38
03b179d5-4319-4327-a13b-5431fbcbe305,Puas,5,2023-11-20 20:33:54
413190e1-f8e8-4e96-8d54-274a6031167a,Cukup baik untuk digunakan sebagai alat bantu saya untuk menyelesaikan transaksi,4,2023-11-20 20:28:56
cdbb5ace-de05-49bc-b214-607493154adb,"aplikasi all in one, bener2 membantu bangett buat yang ga suka keribetann!",5,2023-11-20 20:22:20
da8ca278-0556-4989-8a1f-ec11aced705e,Sejauh ini bagus baget ya mudah2an terjaga no kendala,5,2023-11-20 20:11:46
dbf4cff0-48ae-4f60-9ffb-fe2c58d25bd7,"Itu sebenernya program undang teman bener apa kaga si? Masa saya udh undang temen . Trus dia juga udh melakukan transfer,TPI kenapa saya ga dapet gopay coins..sudah seminggu ga dapet² juga reward coins nya. Tolong bantu lah bossku.. kirim email juga balesannya kaga jelas",1,2023-11-20 20:10:19
de11e2c1-8ed8-48f7-b1fe-d41807486809,Nyoba hadiah 10 Jeti...hoax apa tidak,5,2023-11-20 20:09:14
1f731b8e-f4bf-4421-aa28-59fe1bc51fc4,Saya baru gunakan gopay kalau memang mudah saya rekomendasikan juga utk teman 2 saya,5,2023-11-20 20:07:29
38381a6c-9f4b-43b8-900f-5babb5d174e8,"Aplikasi yg membantu, gausah repot repot lagi ke minimarket buat topup",5,2023-11-20 20:05:21
2cc2b3de-3d67-4a23-88f4-79655b78a985,Mantaap,5,2023-11-20 20:05:14
87b6e53c-7137-4c52-a637-73079b99ce84,keren pengeluaran kita ke record smua trs disajiinnya dalam bentuk grafik,5,2023-11-20 19:59:03
61c443e5-acf8-4601-bfea-31ad8bf2b214,"Limit ada tapi ngak bisa di pakai buat apa juga,ngak bermanfaat Ya udah hapus aja lagi nyesel download habisin kuota aja",1,2023-11-20 19:58:38
dac720c0-73ed-4974-988e-7f17641a7eb6,prosen isi pulsa pakai gopay poin di tolak terus,1,2023-11-20 19:57:30
8baa3e26-4413-4d79-b8db-1e44a0a5ca04,great to pay anything so easy and simple.,5,2023-11-20 19:55:30
8bdf418c-9ad4-4fd6-b98b-0f51ea956457,"Aplikasi bagus dan sangat memudahkan untuk bertransaksi ketika tidak membawa uang cash dimana saja dan kapan saja, terus tingkatkan kualitas dan pelayanan 👍🏻",5,2023-11-20 19:53:06
82a3d105-506a-44ba-ad38-ec45c0c2b7b0,"bayar indihome aja skrg tinggal lewat gopay, kurang enak apalagi hidup gw",5,2023-11-20 19:46:30
e070df25-2d56-4e68-bc5a-9ac86045fba3,"Apk anjingg,, knpa harus upgrade ke gopay plus segala kalau mau tf,, udah mau di upgrade malah gagal trus",1,2023-11-20 19:46:19
79440f8f-5ce1-483e-8d39-bf7fe16b86a8,"Sekeluarga pake Gopay, bahkan jajan diminimarket aja pake qris gopay",5,2023-11-20 19:39:14
3341ba18-4ed1-4ee9-a844-c9d88bb059d4,WoW dahsyat bagus nya,5,2023-11-20 19:38:21
2b4d3b16-9d95-46ed-bf89-f6355b9f9c3f,gopay enaknya gampang top up lewat banyak cara,5,2023-11-20 19:35:19
9a855549-5244-4241-8214-08e654fb278a,kode qr apapun kerennya bisa bayar pake gopayy,5,2023-11-20 19:34:00
62c3d812-c26f-4985-bfd7-af97631e6d96,"nice app, bisa access smua layanan transaksi",5,2023-11-20 19:32:58
fa0f78cd-3b2c-4b7e-803d-37073ff57850,Good like,5,2023-11-20 19:31:39
68d766dc-7516-4212-a01e-b40de2b81ac7,saya bayar bpjs sekeluarga alhamdulilah udh ga ribet tinggal bayar lewat gopay,5,2023-11-20 19:30:05
0b79fd21-3e0f-4773-aec8-79cf73e63906,"Sangat bagus untuk menabung,saya suka",5,2023-11-20 19:29:20
256d3348-f3f0-49e6-8ffe-253769db1668,aplikasi pertama yg aku jumpai bisa track expenses dan sedetail itu grafiknya kerenn,5,2023-11-20 19:29:01
6fb601bc-305c-4abe-a5bf-417200e92227,"Lama2 makin eror aja ini gopay, stts sudah proses tetapi uang belum masuk dan menunggu",3,2023-11-20 19:23:44
3208604d-1741-47c9-8d70-3481f9b5889c,5 Bintang,5,2023-11-20 19:19:30
80b6a20f-d457-4384-a431-0d285a2ac234,"Aplikasinya bangus, support untuk pembayaran apalagi 100 kali gratis transfer",5,2023-11-20 19:18:15
b44ce438-0257-49ae-80dc-e1c3f89c0fb9,"aplikasi yang sangat mudah buat bertransaksi, simpel dan juga bebas biaya admin , akses fitur tarik tunai dan juga banyak promo khusus nya, mantap poll👍👍👍👍👍👍",5,2023-11-20 19:15:12
eefc0b84-7767-4a31-a477-effd5b45801c,Exellent!,5,2023-11-20 19:07:31
146ee8a2-173d-4149-a10d-55cf7c7aa5ed,"Aplikasi GoPay ini sangat membantu keperluan saya, seperti transfer, belanja dan fitur - fiturnya sangat membantu serta mudah difahami. T O P 👍👍👍👍👍",5,2023-11-20 19:03:24
69352745-2f8b-4aaa-8432-ff0eda2476fb,Pembayaran pulsa lebih enak hehe,5,2023-11-20 18:58:58
e2400e82-7599-492e-937a-71fd3998a1cb,"Padahal udah cukup lama pakek gopay, eh pas ada kendala transaksi pembelian token PLN, pembayaran berhasil, saldo sudah berkurang, tapi token belum muncul juga. Komplain ke aplikasi bilang katanya sudah sukses Mulu, tapi token belum keluar juga, komplain ke Instagram sama bilangnya, katanya transaksi sukses, tapi kan tokennya belum munculll, biasanya juga langsung muncul, kenapa ini kayak gini, lapor ke akun Instagram gopay katanya suruh hubungi penyedia jasa nya, terus saya harus hubungi siapa?",1,2023-11-20 18:53:08
9332628f-7c34-45d0-b0af-27adc87def27,App memuaskan dan permudah transaksi the best deh,5,2023-11-20 18:32:38
978e939f-81ec-4ee5-b969-9db6caac5cc5,Karena gopay kegiatan harian saya terbantu cepat kirimnya juga,5,2023-11-20 18:31:49
a9f61e44-778e-4a94-8c77-fa97c05e6c6a,Beli pulsa lebih murah,5,2023-11-20 18:27:13
b3fbd09c-c179-4beb-9dfa-5e976805cbb8,"Keren aplikasinya , lebih simple untuk segala pembayaran",5,2023-11-20 18:25:51
d2ed21b9-1726-4538-8f80-d4dbbf483d2c,"Aplikasi sangat membantu untuk bertransaksi, mudah dipahami juga untuk alur penggunaannya",5,2023-11-20 18:22:59
a36b5f2d-76c5-4fb3-8886-c732af96a7ef,Oke,5,2023-11-20 18:17:43
97d6e430-e18a-44c3-8c6d-ffc621d05926,Apk nya bener bener ngebantu sih. Sekarang lebih sering transaksi pakai gopay 😍 fitur fiturnya juga mudah ga ribet,5,2023-11-20 18:17:25
182899cd-b33a-4e9c-8450-74a518aa6802,Ok,5,2023-11-20 18:16:14
7aaa459a-da52-4c42-99b9-d6b7113547b0,"aplikasinya sangat membantu, jadi serba bisa semuanya disini. good good",5,2023-11-20 18:15:41
466e0be2-79f1-4684-8cf7-008b266e864c,"semua ada di sini dan oke,gk pernah ngalamin kendala apapun..terimakasih",5,2023-11-20 18:15:05
a13e4843-cb92-4665-a417-81f166682c0d,aplikasi bermanfaat dan membantu ya terutama dalam proses pembangunan 👍👍,5,2023-11-20 18:13:34
62e6d8e6-ef00-4d91-9d17-93dc4cc5f894,Kebantu banget sama aplikasi gopay. Gampang banget buat transaksi ga ribet👍👍,5,2023-11-20 18:10:18
4bc85815-121f-493c-8230-d3cf71b19ccc,gopay keren bgt dah kl diliat2 fiturnya ga banyak macem emg fokus buat transaksi bayar2,5,2023-11-20 18:09:40
44f96e6a-ac88-40b2-86db-39e5da9e8aad,Mudah Banget Transaksi di Gopay Proses nya Cepet Ga Ribet Lagi,5,2023-11-20 18:09:12
83538615-be8e-485d-afe5-fcea876ca066,Gopay Sangat membantu,5,2023-11-20 18:08:27
a2c8478b-a185-4656-9422-533d92b9592c,Rekomendasi Banget Buat Kalian Yang Mau Isi Pulsa/transfer uang/Dll,5,2023-11-20 18:08:21
0a4e7053-ecde-4e9c-bd14-60026597d82d,Penarikan gak bisa,3,2023-11-20 18:07:09
886d0ec3-a1e6-4d6f-a200-8ad16047a83e,Apk Aman Dan Terpercaya Yang Memudahkan Transaksi Seperti Membeli Pulsa Dan Lain-lain.,5,2023-11-20 18:03:47
25efb0e6-cb88-4e53-b31f-b3a660ae827e,verifikasi ditolak terus ga jelas bet nih padahal di apk gojek data saya diterima tapi kenapa ya di Gopay malah ditolak terus?,1,2023-11-20 18:02:16
073f9732-bedc-4d2a-b1f3-c9071535e356,sangat membantu 🤝🏻👍🏻👍🏻👍🏻,5,2023-11-20 18:01:31
d291ecfe-884b-4d2b-8694-3d2c699578cd,Waaaaaw ini versi aku bangat😊,5,2023-11-20 17:59:58
95178551-fd61-462c-9be0-a9024715e426,Aplikasi yg sangat membatu sekali Dan bagus.... Sukses trus gopay indonesia Karna ini aplikasi sangt diperlukan diera digital,5,2023-11-20 17:52:36
1cc8d77e-0171-49be-bb0d-f6471d0a0e9e,Gopay is the bhest,5,2023-11-20 17:50:52
4f47b902-8756-4403-8725-091c3399fed2,"Aplikasinya bagus sekali, dapat mempermudah sy dalam transaksi non tunai",5,2023-11-20 17:41:53
0464f22e-6c8e-40d8-a976-c1354a9f59e2,Apk E-wallet Ini Paling Mudah Untuk Transaksi Beli Kuota Dan Pulsa Sangat Recommended,5,2023-11-20 17:35:57
d18bc904-7837-424b-a0d7-d3016bc2accd,App bagus untuk mengatur keuangan,5,2023-11-20 17:32:07
e8148355-6ace-419a-be74-44b5ed4a5274,Good,4,2023-11-20 17:31:13
2383d42a-ce9e-4600-9858-6cf75ba4974b,Transaksi sangat aman dan nyama tidak ribet sam sekali,5,2023-11-20 17:28:14
edb41fd7-d9c1-48af-b691-28287be9bc71,Gapang dan mudah,5,2023-11-20 17:25:51
1b47763f-d5da-43fa-9fc8-b490f55284e6,Saya sih iyes. Aplikasi keren yg sangat membantu saya.,5,2023-11-20 17:20:24
68287a6c-fee1-4935-8aa9-407114dabe08,Sampah,1,2023-11-20 17:17:57
6839be63-86e9-43f8-b8d0-6b41eabe6be6,Mantap,5,2023-11-20 17:17:39
53beef66-5371-4da3-9dee-7c7a8a379905,promonya mantap bgt gratis admin 100x/bulann tapi transfer dana ke bank,5,2023-11-20 17:17:26
e3b69aa8-dcbe-4f75-acbe-a0bffcada1f8,fitur catatan pengeluaran kepake lho sm aku sebulan kemarin kerasa lebih tertata dan hemat,5,2023-11-20 17:15:00
ff7d5390-736c-452e-9439-3f5f52176967,Mantapppppp,5,2023-11-20 17:14:04
d465fc77-8aa5-4c2e-929c-eff1bb944357,voucher2 tiap jenis transaksi pasti selalu ada keren,5,2023-11-20 17:13:52
2d772c89-8b55-4ff8-af85-9235adf3b1a7,Fitur data pengeluaran kita ternyata bikin gw sadar kl selama ini gw boros bgt ahahaha,5,2023-11-20 17:13:50
040d262b-aa2d-48cd-aced-e4ac10f5ebf5,Gk berguna,1,2023-11-20 17:13:21
ce117980-6213-4941-a0ee-02b6c7f36d1d,cakeppp bgt grafik sm tampilan design buat liat pengeluaran kita,5,2023-11-20 17:11:54
48971786-1226-4dbd-b194-3bb6fe7fa3cf,"gopay lu keren abis, gw kebantu bisa bayar listrik, pulsa, BPJS tinggal lewat gopay",5,2023-11-20 17:08:42
4a65490d-5d45-41d4-802e-c5d55bae6148,"keren,, aman dan nyaman 🥰",5,2023-11-20 17:05:22
3b2aa222-8634-4794-94fa-a131bb2a25dd,Bagus,5,2023-11-20 17:03:40
a209b5f3-7b16-4844-ad03-1a60f2206641,Bokep. Arrab,4,2023-11-20 16:54:43
